#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
10,Fri Sep 09 19:54:57 EDT 2016,48,0,IndexOfTestSuite,MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest ScanStringTest SingleTokenOutputTest SingleTokenProductTest SingleTokenSumTest TerminatesWithPeriodLineOutputTest TerminatesWithPeriodLineProductTest TerminatesWithPeriodLineSumTest TerminatesWithStartingPeriodOutputTest TerminatesWithStartingPeriodProductTest TerminatesWithStartingPeriodSumTest , ,IndexOfTest IndexOfTestCharacterNotFound IndexOfTestFirstSpace IndexOfTestNonSpaceAtEnd IndexOfTestNonSpaceStartAt IndexOfTestSecondSpace IndexOfTestSpaceSameIndex InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest ScanningIteratorTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
11,Fri Sep 09 19:54:57 EDT 2016,48,0,IndexOfTestSuite,MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest ScanStringTest SingleTokenOutputTest SingleTokenProductTest SingleTokenSumTest TerminatesWithPeriodLineOutputTest TerminatesWithPeriodLineProductTest TerminatesWithPeriodLineSumTest TerminatesWithStartingPeriodOutputTest TerminatesWithStartingPeriodProductTest TerminatesWithStartingPeriodSumTest , ,IndexOfTest IndexOfTestCharacterNotFound IndexOfTestFirstSpace IndexOfTestNonSpaceAtEnd IndexOfTestNonSpaceStartAt IndexOfTestSecondSpace IndexOfTestSpaceSameIndex InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest ScanningIteratorTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
12,Fri Sep 09 19:55:00 EDT 2016,48,0,IndexOfTestSuite,MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest ScanStringTest SingleTokenOutputTest SingleTokenProductTest SingleTokenSumTest TerminatesWithPeriodLineOutputTest TerminatesWithPeriodLineProductTest TerminatesWithPeriodLineSumTest TerminatesWithStartingPeriodOutputTest TerminatesWithStartingPeriodProductTest TerminatesWithStartingPeriodSumTest , ,IndexOfTest IndexOfTestCharacterNotFound IndexOfTestFirstSpace IndexOfTestNonSpaceAtEnd IndexOfTestNonSpaceStartAt IndexOfTestSecondSpace IndexOfTestSpaceSameIndex InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest ScanningIteratorTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
13,Fri Sep 09 19:55:02 EDT 2016,48,0,IndexOfTestSuite,MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest ScanStringTest SingleTokenOutputTest SingleTokenProductTest SingleTokenSumTest TerminatesWithPeriodLineOutputTest TerminatesWithPeriodLineProductTest TerminatesWithPeriodLineSumTest TerminatesWithStartingPeriodOutputTest TerminatesWithStartingPeriodProductTest TerminatesWithStartingPeriodSumTest , ,IndexOfTest IndexOfTestCharacterNotFound IndexOfTestFirstSpace IndexOfTestNonSpaceAtEnd IndexOfTestNonSpaceStartAt IndexOfTestSecondSpace IndexOfTestSpaceSameIndex InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest ScanningIteratorTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
14,Fri Sep 09 19:56:36 EDT 2016,48,0,IndexOfTestSuite,MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest ScanStringTest SingleTokenOutputTest SingleTokenProductTest SingleTokenSumTest TerminatesWithPeriodLineOutputTest TerminatesWithPeriodLineProductTest TerminatesWithPeriodLineSumTest TerminatesWithStartingPeriodOutputTest TerminatesWithStartingPeriodProductTest TerminatesWithStartingPeriodSumTest , ,IndexOfTest IndexOfTestCharacterNotFound IndexOfTestFirstSpace IndexOfTestNonSpaceAtEnd IndexOfTestNonSpaceStartAt IndexOfTestSecondSpace IndexOfTestSpaceSameIndex InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest ScanningIteratorTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
15,Fri Sep 09 19:56:41 EDT 2016,48,0,Assignment1Suite,MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest ScanStringTest SingleTokenOutputTest SingleTokenProductTest SingleTokenSumTest TerminatesWithPeriodLineOutputTest TerminatesWithPeriodLineProductTest TerminatesWithPeriodLineSumTest TerminatesWithStartingPeriodOutputTest TerminatesWithStartingPeriodProductTest TerminatesWithStartingPeriodSumTest , ,IndexOfTest IndexOfTestCharacterNotFound IndexOfTestFirstSpace IndexOfTestNonSpaceAtEnd IndexOfTestNonSpaceStartAt IndexOfTestSecondSpace IndexOfTestSpaceSameIndex InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest ScanningIteratorTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
16,Fri Sep 09 19:56:57 EDT 2016,48,0,Assignment1Suite,MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest ScanStringTest SingleTokenOutputTest SingleTokenProductTest SingleTokenSumTest TerminatesWithPeriodLineOutputTest TerminatesWithPeriodLineProductTest TerminatesWithPeriodLineSumTest TerminatesWithStartingPeriodOutputTest TerminatesWithStartingPeriodProductTest TerminatesWithStartingPeriodSumTest , ,IndexOfTest IndexOfTestCharacterNotFound IndexOfTestFirstSpace IndexOfTestNonSpaceAtEnd IndexOfTestNonSpaceStartAt IndexOfTestSecondSpace IndexOfTestSpaceSameIndex InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest ScanningIteratorTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
17,Fri Sep 09 19:57:00 EDT 2016,48,0,IndexOfTestSuite,MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest ScanStringTest SingleTokenOutputTest SingleTokenProductTest SingleTokenSumTest TerminatesWithPeriodLineOutputTest TerminatesWithPeriodLineProductTest TerminatesWithPeriodLineSumTest TerminatesWithStartingPeriodOutputTest TerminatesWithStartingPeriodProductTest TerminatesWithStartingPeriodSumTest , ,IndexOfTest IndexOfTestCharacterNotFound IndexOfTestFirstSpace IndexOfTestNonSpaceAtEnd IndexOfTestNonSpaceStartAt IndexOfTestSecondSpace IndexOfTestSpaceSameIndex InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest ScanningIteratorTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
18,Fri Sep 09 20:01:48 EDT 2016,55,7,IndexOfTestSuite,IndexOfTestFirstSpace+ IndexOfTestSecondSpace+ MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest ScanStringTest SingleTokenOutputTest SingleTokenProductTest SingleTokenSumTest TerminatesWithPeriodLineOutputTest TerminatesWithPeriodLineProductTest TerminatesWithPeriodLineSumTest TerminatesWithStartingPeriodOutputTest TerminatesWithStartingPeriodProductTest TerminatesWithStartingPeriodSumTest , ,IndexOfTest IndexOfTestCharacterNotFound IndexOfTestNonSpaceAtEnd IndexOfTestNonSpaceStartAt IndexOfTestSpaceSameIndex InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest ScanningIteratorTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
19,Fri Sep 09 20:08:42 EDT 2016,55,0,IndexOfTestSuite,IndexOfTestFirstSpace IndexOfTestSecondSpace MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest ScanStringTest SingleTokenOutputTest SingleTokenProductTest SingleTokenSumTest TerminatesWithPeriodLineOutputTest TerminatesWithPeriodLineProductTest TerminatesWithPeriodLineSumTest TerminatesWithStartingPeriodOutputTest TerminatesWithStartingPeriodProductTest TerminatesWithStartingPeriodSumTest , ,IndexOfTest IndexOfTestCharacterNotFound IndexOfTestNonSpaceAtEnd IndexOfTestNonSpaceStartAt IndexOfTestSpaceSameIndex InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest ScanningIteratorTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
20,Fri Sep 09 20:16:38 EDT 2016,55,0,Assignment1Suite,IndexOfTestFirstSpace IndexOfTestSecondSpace MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest ScanStringTest SingleTokenOutputTest SingleTokenProductTest SingleTokenSumTest TerminatesWithPeriodLineOutputTest TerminatesWithPeriodLineProductTest TerminatesWithPeriodLineSumTest TerminatesWithStartingPeriodOutputTest TerminatesWithStartingPeriodProductTest TerminatesWithStartingPeriodSumTest , ,IndexOfTest IndexOfTestCharacterNotFound IndexOfTestNonSpaceAtEnd IndexOfTestNonSpaceStartAt IndexOfTestSpaceSameIndex InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest ScanningIteratorTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
21,Fri Sep 09 20:16:58 EDT 2016,55,0,IndexOfTestSuite,IndexOfTestFirstSpace IndexOfTestSecondSpace MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest ScanStringTest SingleTokenOutputTest SingleTokenProductTest SingleTokenSumTest TerminatesWithPeriodLineOutputTest TerminatesWithPeriodLineProductTest TerminatesWithPeriodLineSumTest TerminatesWithStartingPeriodOutputTest TerminatesWithStartingPeriodProductTest TerminatesWithStartingPeriodSumTest , ,IndexOfTest IndexOfTestCharacterNotFound IndexOfTestNonSpaceAtEnd IndexOfTestNonSpaceStartAt IndexOfTestSpaceSameIndex InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest ScanningIteratorTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
22,Fri Sep 09 20:17:01 EDT 2016,55,0,Assignment1Suite,IndexOfTestFirstSpace IndexOfTestSecondSpace MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest ScanStringTest SingleTokenOutputTest SingleTokenProductTest SingleTokenSumTest TerminatesWithPeriodLineOutputTest TerminatesWithPeriodLineProductTest TerminatesWithPeriodLineSumTest TerminatesWithStartingPeriodOutputTest TerminatesWithStartingPeriodProductTest TerminatesWithStartingPeriodSumTest , ,IndexOfTest IndexOfTestCharacterNotFound IndexOfTestNonSpaceAtEnd IndexOfTestNonSpaceStartAt IndexOfTestSpaceSameIndex InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest ScanningIteratorTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
23,Fri Sep 09 20:17:20 EDT 2016,55,0,Assignment1Suite,IndexOfTestFirstSpace IndexOfTestSecondSpace MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest ScanStringTest SingleTokenOutputTest SingleTokenProductTest SingleTokenSumTest TerminatesWithPeriodLineOutputTest TerminatesWithPeriodLineProductTest TerminatesWithPeriodLineSumTest TerminatesWithStartingPeriodOutputTest TerminatesWithStartingPeriodProductTest TerminatesWithStartingPeriodSumTest , ,IndexOfTest IndexOfTestCharacterNotFound IndexOfTestNonSpaceAtEnd IndexOfTestNonSpaceStartAt IndexOfTestSpaceSameIndex InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest ScanningIteratorTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
24,Fri Sep 09 20:17:47 EDT 2016,55,0,IndexOfTestSuite,IndexOfTestFirstSpace IndexOfTestSecondSpace MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest ScanStringTest SingleTokenOutputTest SingleTokenProductTest SingleTokenSumTest TerminatesWithPeriodLineOutputTest TerminatesWithPeriodLineProductTest TerminatesWithPeriodLineSumTest TerminatesWithStartingPeriodOutputTest TerminatesWithStartingPeriodProductTest TerminatesWithStartingPeriodSumTest , ,IndexOfTest IndexOfTestCharacterNotFound IndexOfTestNonSpaceAtEnd IndexOfTestNonSpaceStartAt IndexOfTestSpaceSameIndex InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest ScanningIteratorTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
25,Fri Sep 09 20:19:28 EDT 2016,55,0,Assignment1Suite,IndexOfTestFirstSpace IndexOfTestSecondSpace MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest ScanStringTest SingleTokenOutputTest SingleTokenProductTest SingleTokenSumTest TerminatesWithPeriodLineOutputTest TerminatesWithPeriodLineProductTest TerminatesWithPeriodLineSumTest TerminatesWithStartingPeriodOutputTest TerminatesWithStartingPeriodProductTest TerminatesWithStartingPeriodSumTest , ,IndexOfTest IndexOfTestCharacterNotFound IndexOfTestNonSpaceAtEnd IndexOfTestNonSpaceStartAt IndexOfTestSpaceSameIndex InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest ScanningIteratorTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
26,Fri Sep 09 20:20:46 EDT 2016,55,0,Assignment1Suite,IndexOfTestFirstSpace IndexOfTestSecondSpace MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest ScanStringTest SingleTokenOutputTest SingleTokenProductTest SingleTokenSumTest TerminatesWithPeriodLineOutputTest TerminatesWithPeriodLineProductTest TerminatesWithPeriodLineSumTest TerminatesWithStartingPeriodOutputTest TerminatesWithStartingPeriodProductTest TerminatesWithStartingPeriodSumTest , ,IndexOfTest IndexOfTestCharacterNotFound IndexOfTestNonSpaceAtEnd IndexOfTestNonSpaceStartAt IndexOfTestSpaceSameIndex InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest ScanningIteratorTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
27,Fri Sep 09 20:22:08 EDT 2016,55,0,Assignment1Suite,IndexOfTestFirstSpace IndexOfTestSecondSpace MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest ScanStringTest SingleTokenOutputTest SingleTokenProductTest SingleTokenSumTest TerminatesWithPeriodLineOutputTest TerminatesWithPeriodLineProductTest TerminatesWithPeriodLineSumTest TerminatesWithStartingPeriodOutputTest TerminatesWithStartingPeriodProductTest TerminatesWithStartingPeriodSumTest , ,IndexOfTest IndexOfTestCharacterNotFound IndexOfTestNonSpaceAtEnd IndexOfTestNonSpaceStartAt IndexOfTestSpaceSameIndex InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest ScanningIteratorTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
28,Fri Sep 09 20:22:24 EDT 2016,55,0,Assignment1Suite,IndexOfTestFirstSpace IndexOfTestSecondSpace MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest ScanStringTest SingleTokenOutputTest SingleTokenProductTest SingleTokenSumTest TerminatesWithPeriodLineOutputTest TerminatesWithPeriodLineProductTest TerminatesWithPeriodLineSumTest TerminatesWithStartingPeriodOutputTest TerminatesWithStartingPeriodProductTest TerminatesWithStartingPeriodSumTest , ,IndexOfTest IndexOfTestCharacterNotFound IndexOfTestNonSpaceAtEnd IndexOfTestNonSpaceStartAt IndexOfTestSpaceSameIndex InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest ScanningIteratorTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
29,Fri Sep 09 20:24:53 EDT 2016,55,0,Assignment1Suite,IndexOfTestFirstSpace IndexOfTestSecondSpace MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest ScanStringTest SingleTokenOutputTest SingleTokenProductTest SingleTokenSumTest TerminatesWithPeriodLineOutputTest TerminatesWithPeriodLineProductTest TerminatesWithPeriodLineSumTest TerminatesWithStartingPeriodOutputTest TerminatesWithStartingPeriodProductTest TerminatesWithStartingPeriodSumTest , ,IndexOfTest IndexOfTestCharacterNotFound IndexOfTestNonSpaceAtEnd IndexOfTestNonSpaceStartAt IndexOfTestSpaceSameIndex InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest ScanningIteratorTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
30,Fri Sep 09 20:25:56 EDT 2016,55,0,Assignment1Suite,IndexOfTestFirstSpace IndexOfTestSecondSpace MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest ScanStringTest SingleTokenOutputTest SingleTokenProductTest SingleTokenSumTest TerminatesWithPeriodLineOutputTest TerminatesWithPeriodLineProductTest TerminatesWithPeriodLineSumTest TerminatesWithStartingPeriodOutputTest TerminatesWithStartingPeriodProductTest TerminatesWithStartingPeriodSumTest , ,IndexOfTest IndexOfTestCharacterNotFound IndexOfTestNonSpaceAtEnd IndexOfTestNonSpaceStartAt IndexOfTestSpaceSameIndex InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest ScanningIteratorTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
31,Fri Sep 09 20:31:14 EDT 2016,55,0,Assignment1Suite,IndexOfTestFirstSpace IndexOfTestSecondSpace MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest ScanStringTest SingleTokenOutputTest SingleTokenProductTest SingleTokenSumTest TerminatesWithPeriodLineOutputTest TerminatesWithPeriodLineProductTest TerminatesWithPeriodLineSumTest TerminatesWithStartingPeriodOutputTest TerminatesWithStartingPeriodProductTest TerminatesWithStartingPeriodSumTest , ,IndexOfTest IndexOfTestCharacterNotFound IndexOfTestNonSpaceAtEnd IndexOfTestNonSpaceStartAt IndexOfTestSpaceSameIndex InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest ScanningIteratorTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
32,Fri Sep 09 20:33:48 EDT 2016,65,-10,Assignment1Suite,MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest ScanStringTest SingleTokenOutputTest SingleTokenProductTest SingleTokenSumTest TerminatesWithPeriodLineOutputTest TerminatesWithPeriodLineProductTest TerminatesWithPeriodLineSumTest TerminatesWithStartingPeriodOutputTest TerminatesWithStartingPeriodProductTest TerminatesWithStartingPeriodSumTest , ,InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest ScanningIteratorTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
33,Fri Sep 09 20:35:59 EDT 2016,65,0,Assignment1Suite,MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest ScanStringTest SingleTokenOutputTest SingleTokenProductTest SingleTokenSumTest TerminatesWithPeriodLineOutputTest TerminatesWithPeriodLineProductTest TerminatesWithPeriodLineSumTest TerminatesWithStartingPeriodOutputTest TerminatesWithStartingPeriodProductTest TerminatesWithStartingPeriodSumTest , ,InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest ScanningIteratorTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
34,Fri Sep 09 20:36:18 EDT 2016,55,7,Assignment1Suite,IndexOfTestFirstSpace+ IndexOfTestSecondSpace+ MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest ScanStringTest SingleTokenOutputTest SingleTokenProductTest SingleTokenSumTest TerminatesWithPeriodLineOutputTest TerminatesWithPeriodLineProductTest TerminatesWithPeriodLineSumTest TerminatesWithStartingPeriodOutputTest TerminatesWithStartingPeriodProductTest TerminatesWithStartingPeriodSumTest , ,IndexOfTest- IndexOfTestCharacterNotFound- IndexOfTestNonSpaceAtEnd- IndexOfTestNonSpaceStartAt- IndexOfTestSpaceSameIndex- InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest ScanningIteratorTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
35,Fri Sep 09 20:36:36 EDT 2016,55,0,IndexOfTestSuite,IndexOfTestFirstSpace IndexOfTestSecondSpace MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest ScanStringTest SingleTokenOutputTest SingleTokenProductTest SingleTokenSumTest TerminatesWithPeriodLineOutputTest TerminatesWithPeriodLineProductTest TerminatesWithPeriodLineSumTest TerminatesWithStartingPeriodOutputTest TerminatesWithStartingPeriodProductTest TerminatesWithStartingPeriodSumTest , ,IndexOfTest IndexOfTestCharacterNotFound IndexOfTestNonSpaceAtEnd IndexOfTestNonSpaceStartAt IndexOfTestSpaceSameIndex InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest ScanningIteratorTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
36,Fri Sep 09 20:38:23 EDT 2016,55,0,Assignment1Suite,IndexOfTestFirstSpace IndexOfTestSecondSpace MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest ScanStringTest SingleTokenOutputTest SingleTokenProductTest SingleTokenSumTest TerminatesWithPeriodLineOutputTest TerminatesWithPeriodLineProductTest TerminatesWithPeriodLineSumTest TerminatesWithStartingPeriodOutputTest TerminatesWithStartingPeriodProductTest TerminatesWithStartingPeriodSumTest , ,IndexOfTest IndexOfTestCharacterNotFound IndexOfTestNonSpaceAtEnd IndexOfTestNonSpaceStartAt IndexOfTestSpaceSameIndex InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest ScanningIteratorTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
